outcome,category,predictor,variable_label,term,estimate,std.error,statistic,p.value,conf.low,conf.high,n_obs,significance
life_satisfaction,Health Issues,need_health,Needed Healthcare,need_health,-0.09428505777653906,0.030271669562401394,-3.1146302513041704,0.0018459694292525582,-0.15361643987074317,-0.03495367568233496,14151,**
life_satisfaction,Health Issues,forgo_health,Forgone Healthcare,forgo_health,-0.07001005891651096,0.1147450437418835,-0.6101357987539495,0.5421365471436085,-0.2949062120550757,0.15488609422205377,695,
life_satisfaction,Health Issues,sick,Anyone in Household Been Sick,sick,-0.057745193530613,0.013645627995120015,-4.231772517268094,2.3353065412084083e-5,-0.08449013294747973,-0.03100025411374627,14151,***
life_satisfaction,Health Issues,death,Death in Household,death,0.03427347255490708,0.12761673464836737,0.26856565989831604,0.7882684251043379,-0.21585073118049775,0.28439767629031193,14151,
life_satisfaction,Financial Hardship,worsefinwb_last,Finances Worse Than Last Month,worsefinwb_last,-0.19170553176929067,0.018067929090061267,-10.610265892328705,3.5137269145211705e-26,-0.2271180220610343,-0.15629304147754705,13456,***
life_satisfaction,Financial Hardship,befinwb_next,Expects Better Finances Next Month,befinwb_next,0.22973618514903618,0.03327027598773989,6.905148163895426,5.32581179874733e-12,0.16452764245735824,0.2949447278407141,11532,***
life_satisfaction,Financial Hardship,borrow,Had to Borrow Money,borrow,-0.09981249516868483,0.02067306536481074,-4.828142000585146,1.3946387193397747e-6,-0.14033095873375628,-0.05929403160361339,14151,***
life_satisfaction,Financial Hardship,dissave,Used Savings for Basic Needs,dissave,-0.01653580853209002,0.020981679827137938,-0.7881069899228194,0.43064924705116736,-0.05765914532843096,0.024587528264250914,14151,
life_satisfaction,Financial Hardship,no_save,No Savings Available,no_save,-0.04753771938047772,0.015634330094237328,-3.0405984198836693,0.002366030338955829,-0.07818044328759358,-0.016894995473361853,14151,**
life_satisfaction,Financial Hardship,sell_asset,Sold Assets for Basic Needs,sell_asset,-0.03949970694683274,0.03300837911655565,-1.1966569702606604,0.23146324709185567,-0.10419494120332584,0.02519552730966037,14151,
life_satisfaction,Economic Perceptions,goodloc_econ,Local Economy is Good,goodloc_econ,0.21491143621116846,0.019229457706042896,11.176156888898229,7.336735232377707e-29,0.17722239166508819,0.2526004807572487,14151,***
life_satisfaction,Public Services,open_dialogue,Open Dialogue with Government,open_dialogue,0.03883773585814855,0.018481054564267917,2.101489161405277,0.035618272801313425,0.0026155345158638613,0.07505993720043325,14126,*
life_satisfaction,Public Services,rising_prices,Prices Rising Too Fast,rising_prices,-0.004319997482177284,0.013840855855284454,-0.31211924517860684,0.7549551750119095,-0.03144757647374513,0.022807581509390565,14125,
life_satisfaction,Public Services,infl_fast,Inflation is Too Fast,infl_fast,-0.029567158792080564,0.013449897838662387,-2.198318466560268,0.027944935717275497,-0.05592847415160195,-0.003205843432559176,14108,*
life_satisfaction,Public Services,infl_norm,Inflation is at Typical Pace,infl_norm,0.04471736832720774,0.01312807447625361,3.406239689460449,6.607454361358296e-4,0.01898681516739114,0.07044792148702433,14108,***
life_satisfaction,Public Services,infl_slow,Inflation is Slow,infl_slow,-0.048030376964168925,0.022382547306284237,-2.145885198271587,0.03190160277917257,-0.09189936356675002,-0.00416139036158783,14108,*
life_satisfaction,Food Security,food_insec,Household Food Insecurity,food_insec,-0.09847602293780293,0.017411037326755037,-5.655953811923525,1.584223625331873e-8,-0.13260102903172533,-0.06435101684388053,14151,***
life_satisfaction,Food Security,worried,Worried About Food Running Out,worried,-0.12809531402983984,0.017560427070196238,-7.29454434779919,3.1797244686430154e-13,-0.16251311864056667,-0.093677509419113,14146,***
life_satisfaction,Food Security,unhealthy,Ate Unhealthy Food Due to Cost,unhealthy,-0.11956386897965958,0.020003704019869402,-5.977086486627599,2.3343011484009776e-9,-0.1587704084160027,-0.08035732954331645,14146,***
life_satisfaction,Food Security,low_diversity,Limited Diet Variety Due to Cost,low_diversity,-0.10554220165653402,0.01926105809868907,-5.479564056956837,4.347348249149948e-8,-0.14329318183409812,-0.06779122147896993,14146,***
life_satisfaction,Food Security,skip_meal,Skipped Meals Due to Lack of Money,skip_meal,-0.12793500017489795,0.027374078514183803,-4.673581984087932,2.9912027079415373e-6,-0.1815872081726699,-0.074282792177126,14145,***
life_satisfaction,Food Security,eat_less,Ate Less Due to Lack of Money,eat_less,-0.1597012683900872,0.024664206468505034,-6.4750215497108234,9.838934211965728e-11,-0.20804222477561687,-0.11136031200455751,14145,***
life_satisfaction,Food Security,ran_out,Ran Out of Food,ran_out,-0.13943524257675527,0.027472230796522973,-5.075497640126222,3.92104955329528e-7,-0.1932798255129124,-0.08559065964059813,14145,***
life_satisfaction,Food Security,went_hungry,Went Hungry Due to Lack of Money,went_hungry,-0.13433680088410574,0.03403780912045136,-3.946693525682606,7.96768243367416e-5,-0.20104968087283936,-0.06762392089537211,14145,***
life_satisfaction,Food Security,whole_day,Whole Day Without Food,whole_day,-0.07307155442410262,0.05206445769970468,-1.403482484069302,0.16049815389446034,-0.17511601639013288,0.028972907541927634,14145,
life_satisfaction,Economic Perceptions,goodtime_job,Good Time to Find a Job,goodtime_job,0.03803257676013579,0.024732780118271517,1.537739654752316,0.12416034439316645,-0.010442781509224668,0.08650793502949625,8285,
life_satisfaction,Economic Perceptions,badtime_job,Bad Time to Find a Job,badtime_job,-0.03803257676013579,0.024732780118271517,-1.537739654752316,0.12416034439316645,-0.08650793502949625,0.010442781509224668,8285,
life_satisfaction,Economic Perceptions,goodtime_bus,Good Time to Start a Business,goodtime_bus,0.04385577135608406,0.026575529527729225,1.6502313269176603,0.09894333748450608,-0.008231309388345959,0.09594285210051408,8285,.
life_satisfaction,Economic Perceptions,badtime_bus,Bad Time to Start a Business,badtime_bus,-0.043855771356084025,0.026575529527729225,-1.650231326917659,0.09894333748450639,-0.09594285210051404,0.008231309388345993,8285,.
life_satisfaction,Economic Perceptions,pessim_econ,Pessimistic About Economy,pessim_econ,-0.07785702836993005,0.02887178040317989,-2.696647982309917,0.007028926338587963,-0.13444467812971195,-0.021269378610148167,6360,**
life_satisfaction,Digital Services,hap_dig_ser,Happy with Digital Services,hap_dig_ser,0.09973533918372943,0.025801345528975464,3.8655092259325974,1.11425822998689e-4,0.04916563119426398,0.15030504717319487,14122,***
life_satisfaction,Education,worried_educ,Worried About Education Access/Quality,worried_educ,-0.07398255269759166,0.027908947477890654,-2.6508542737486,0.008055583519997207,-0.1286830846006773,-0.019282020794506013,6360,**
life_satisfaction,Education,satloceduc,Satisfied with Local Education,satloceduc,0.06055960137983919,0.03995462058155362,1.5157095849834836,0.12965958219362644,-0.017750015975968675,0.13886921873564706,6359,
life_satisfaction,Education,dissatloceduc,Dissatisfied with Local Education,dissatloceduc,-0.06055960137983918,0.03995462058155362,-1.5157095849834832,0.12965958219362653,-0.13886921873564706,0.01775001597596869,6359,
life_satisfaction,Economic Perceptions,worried_job,Worried About Jobs,worried_job,-0.013384545872673131,0.01671363816295839,-0.8008158213175058,0.42325369737435414,-0.04614267472270576,0.019373582977359492,14123,
life_satisfaction,Public Services,right_track,Country on Right Track,right_track,0.06698670367105251,0.016618057043597447,4.030958823604529,5.588346932015669e-5,0.03441591037256936,0.09955749696953567,14123,***
life_satisfaction,Public Services,election_fair,Elections are Fair,election_fair,0.11707317073170727,0.054486649074738554,2.1486579321682946,0.031856095573068385,0.010281300906947066,0.22386504055646747,2739,*
life_satisfaction,Public Services,enough_corrupt,Enough Done to Fight Corruption,enough_corrupt,0.0801527039843189,0.017854551854832895,4.489202789070455,7.213823592219199e-6,0.04515842538874361,0.11514698257989418,14119,***
life_satisfaction,Income Sources,pension_dum,Pension Income,pension_dum,-0.0851931804660808,0.15302958266912056,-0.5567105325660129,0.5777353225794646,-0.3851256510667519,0.21473929013459025,14112,
life_satisfaction,Income Sources,sa_inc_dum,Social Assistance Income,sa_inc_dum,0.016787105778041028,0.016633142254437357,1.0092564303995295,0.31287147459252307,-0.015813253990387546,0.0493874655464696,14111,
life_satisfaction,Income Sources,wage_dum,Wage Employment Income,wage_dum,0.014427270677944127,0.018369775066604064,0.7853809110691103,0.4322453601602587,-0.0215768268567017,0.05043136821258995,14111,
life_satisfaction,Income Sources,ag_inc_dum,Agricultural Income,ag_inc_dum,0.02650503821810698,0.019032812379781997,1.3925970418466642,0.16376678896502933,-0.010798588570773808,0.06380866500698776,14111,
life_satisfaction,Income Sources,self_emp_dum,Self-Employed Business Income,self_emp_dum,0.025719765066313956,0.020219256605232386,1.2720430611508307,0.2033818099064211,-0.013909249674115106,0.06534877980674302,14111,
life_satisfaction,Financial Hardship,unable_save,Cannot Save Money,unable_save,-0.025733508188978488,0.018404361184760517,-1.3982288181937428,0.16206951431015146,-0.061805393269576014,0.010338376891619039,14109,
life_satisfaction,Public Services,air_polser,Air Pollution is Serious Problem,air_polser,0.014027735326221879,0.019163772829482097,0.7319923613705757,0.464187114446438,-0.02353256922747027,0.05158803987991403,14151,
life_satisfaction,Public Services,dissatis_index,Dissatisfaction Index (0-26),dissatis_index,-0.03215988877966641,0.0029086786567714385,-11.056528607860415,2.7661484882209427e-28,-0.03786079418953877,-0.026458983369794055,14151,***
life_satisfaction,Economic Perceptions,any_unemp,Unemployment in Household,any_unemp,-0.05550506464572634,0.026152025235856427,-2.1224002403310873,0.03382397829126926,-0.10676209223078753,-0.004248037060665143,14151,*
life_satisfaction,Economic Perceptions,subj_poor,Self-Classifies as Poor,subj_poor,-0.16139442731574197,0.020065140861559028,-8.043523264017688,9.523003889440226e-16,-0.20072138074912066,-0.12206747388236329,14144,***
