date,quint,variable,response,n,percent,quintile_label,variable_label
2024-04-01,5,sv1,Yes,32814078.990234375,0.5939972305012988,Richest,Bank account usage
2024-04-01,5,sv12,Yes,4572834.18359375,0.08277699463711063,Richest,Applied for credit/loan
2024-04-01,5,sv19,Yes,28648597.78466797,0.5244131661930205,Richest,Has outstanding loan
2024-04-01,5,sv2,Yes,10323835.807617188,0.18688106040397354,Richest,Mobile money/e-wallet usage
2024-04-01,5,sv40,Agree,40906457.036865234,0.7404846619876063,Richest,Would borrow at lower rates
2024-04-01,5,sv41,Agree,33922685.0144043,0.6140651077155265,Richest,Lenders not trustworthy
2024-04-01,5,sv42,Agree,37749542.28564453,0.6833385016546633,Richest,No current borrowing needs
2024-04-01,5,sv44,Yes,2640036.443359375,0.04778968004083442,Richest,Opened new account
2024-04-01,5,sv7,Yes,39427468.713134766,0.7137121608151338,Richest,Has payment card
2024-04-01,5,sv9,Yes,4771290.865966797,0.08636943798251576,Richest,QRIS transaction usage
2024-04-01,5,wb6,Yes,10079337.483398438,0.18245517578623469,Richest,Borrowed for basic needs
2024-05-01,1,sv1,Yes,5041621.205078125,0.09855919956101646,Poorest,Bank account usage
2024-05-01,1,sv12,Yes,9225168.56640625,0.1814822673862368,Poorest,Applied for credit/loan
2024-05-01,1,sv19,Yes,21175732.807617188,0.41396669657262847,Poorest,Has outstanding loan
2024-05-01,1,sv2,Yes,2735560.5478515625,0.05347776974505321,Poorest,Mobile money/e-wallet usage
2024-05-01,1,sv44,Yes,542405.447265625,0.010603542897310294,Poorest,Opened new account
2024-05-01,1,sv7,Yes,16357575.16796875,0.3197760104805765,Poorest,Has payment card
2024-05-01,1,sv9,Yes,1764294.01953125,0.03449037507620404,Poorest,QRIS transaction usage
2024-05-01,1,wb6,Yes,16286615.426269531,0.29735322053213636,Poorest,Borrowed for basic needs
2024-05-01,2,sv1,Yes,15060919.305664063,0.27206707017536963,2,Bank account usage
2024-05-01,2,sv12,Yes,8539000.0439453125,0.15541396843812538,2,Applied for credit/loan
2024-05-01,2,sv19,Yes,22259114.728515625,0.40991430893512676,2,Has outstanding loan
2024-05-01,2,sv2,Yes,8139456.400390625,0.1470347201741944,2,Mobile money/e-wallet usage
2024-05-01,2,sv44,Yes,730785.01953125,0.01328272112966061,2,Opened new account
2024-05-01,2,sv7,Yes,28426171.318359375,0.5135028606109487,2,Has payment card
2024-05-01,2,sv9,Yes,3067326.474609375,0.0554095344568027,2,QRIS transaction usage
2024-05-01,2,wb6,Yes,16514243.834472656,0.2983205636402906,2,Borrowed for basic needs
2024-05-01,3,sv1,Yes,16897951.74560547,0.3053006260972495,3,Bank account usage
2024-05-01,3,sv12,Yes,4389302.70703125,0.08018155820138702,3,Applied for credit/loan
2024-05-01,3,sv19,Yes,24164410.5390625,0.4503664028224109,3,Has outstanding loan
2024-05-01,3,sv2,Yes,8284765.765625,0.14968347722807057,3,Mobile money/e-wallet usage
2024-05-01,3,sv44,Yes,192911.046875,0.003504092664293225,3,Opened new account
2024-05-01,3,sv7,Yes,29272635.62475586,0.5288779443981301,3,Has payment card
2024-05-01,3,sv9,Yes,1146575.90625,0.020715548684010262,3,QRIS transaction usage
2024-05-01,3,wb6,Yes,12026387.75,0.2159596185638763,3,Borrowed for basic needs
2024-05-01,4,sv1,Yes,22471026.057128906,0.40891264268392524,4,Bank account usage
2024-05-01,4,sv12,Yes,5651086.646484375,0.10297216196001306,4,Applied for credit/loan
2024-05-01,4,sv19,Yes,27275097.413085938,0.49855098335219755,4,Has outstanding loan
2024-05-01,4,sv2,Yes,9802322.1669921875,0.17837607644410924,4,Mobile money/e-wallet usage
2024-05-01,4,sv44,Yes,1607669.79296875,0.029255295327175874,4,Opened new account
2024-05-01,4,sv7,Yes,31584256.637695313,0.5747490931696894,4,Has payment card
2024-05-01,4,sv9,Yes,4656197.6953125,0.08473035897909086,4,QRIS transaction usage
2024-05-01,4,wb6,Yes,10729396.194335938,0.19524634705484958,4,Borrowed for basic needs
2024-05-01,5,sv1,Yes,30686772.31201172,0.5563026482932395,Richest,Bank account usage
2024-05-01,5,sv12,Yes,8145870.423583984,0.14784219870863438,Richest,Applied for credit/loan
2024-05-01,5,sv19,Yes,29365716.016845703,0.5377563737226404,Richest,Has outstanding loan
2024-05-01,5,sv2,Yes,6927510.826171875,0.1255848148347297,Richest,Mobile money/e-wallet usage
2024-05-01,5,sv44,Yes,2869566.783203125,0.05208075264022633,Richest,Opened new account
2024-05-01,5,sv7,Yes,36634366.94018555,0.6648897017874468,Richest,Has payment card
2024-05-01,5,sv9,Yes,5737772.6552734375,0.10413680563711689,Richest,QRIS transaction usage
2024-05-01,5,wb6,Yes,12089941.911865234,0.21917152559734784,Richest,Borrowed for basic needs
2024-06-01,1,sv1,Yes,5878892.503417969,0.10691011666222788,Poorest,Bank account usage
2024-06-01,1,sv12,Yes,5910483.12109375,0.10867955256759984,Poorest,Applied for credit/loan
2024-06-01,1,sv19,Yes,22081167.2265625,0.40444069887891493,Poorest,Has outstanding loan
2024-06-01,1,sv2,Yes,1667610.630859375,0.03032619613110688,Poorest,Mobile money/e-wallet usage
2024-06-01,1,sv40,Agree,34932313.716308594,0.6366803807667611,Poorest,Would borrow at lower rates
2024-06-01,1,sv41,Agree,43782510.903808594,0.7979850959642478,Poorest,Lenders not trustworthy
2024-06-01,1,sv42,Agree,38037042.30761719,0.6932675223384615,Poorest,No current borrowing needs
2024-06-01,1,sv44,Yes,319340.3984375,0.005807338581555311,Poorest,Opened new account
2024-06-01,1,sv7,Yes,23106395.790527344,0.4201994624281123,Poorest,Has payment card
2024-06-01,1,sv9,Yes,1138440.78125,0.02070302130302826,Poorest,QRIS transaction usage
2024-06-01,1,wb6,Yes,17926575.560546875,0.3231615632237278,Poorest,Borrowed for basic needs
2024-06-01,2,sv1,Yes,18571198.428710938,0.3357913137670457,2,Bank account usage
2024-06-01,2,sv12,Yes,4446111.1796875,0.08339516873192829,2,Applied for credit/loan
2024-06-01,2,sv19,Yes,27722237.6875,0.5095976723168057,2,Has outstanding loan
2024-06-01,2,sv2,Yes,5550593.1640625,0.10036191137053628,2,Mobile money/e-wallet usage
2024-06-01,2,sv40,Agree,41504022.43457031,0.7504464654459392,2,Would borrow at lower rates
2024-06-01,2,sv41,Agree,43163389.875,0.7804499773346882,2,Lenders not trustworthy
2024-06-01,2,sv42,Agree,36176704.66308594,0.6541216622724567,2,No current borrowing needs
2024-06-01,2,sv44,Yes,2622841.630859375,0.047424372767864674,2,Opened new account
2024-06-01,2,sv7,Yes,30153939.706054688,0.5452222735122223,2,Has payment card
2024-06-01,2,sv9,Yes,2865478.734375,0.05181156576840803,2,QRIS transaction usage
2024-06-01,2,wb6,Yes,13373424.404296875,0.24180882927515113,2,Borrowed for basic needs
2024-06-01,3,sv1,Yes,19063775.004882813,0.3459585382317967,3,Bank account usage
2024-06-01,3,sv12,Yes,5374992.759521484,0.09802227587968704,3,Applied for credit/loan
2024-06-01,3,sv19,Yes,28118340.405273438,0.5109630934464335,3,Has outstanding loan
2024-06-01,3,sv2,Yes,6005744.498046875,0.10898883285213869,3,Mobile money/e-wallet usage
2024-06-01,3,sv40,Agree,40013792.892333984,0.7261475387008123,3,Would borrow at lower rates
2024-06-01,3,sv41,Agree,45565668.92260742,0.826899824928781,3,Lenders not trustworthy
2024-06-01,3,sv42,Agree,38671738.46362305,0.7017926987876563,3,No current borrowing needs
2024-06-01,3,sv44,Yes,943624.53125,0.01712436090896474,3,Opened new account
2024-06-01,3,sv7,Yes,33364816.895507813,0.6054857067178437,3,Has payment card
2024-06-01,3,sv9,Yes,1749003.65234375,0.03173992279975698,3,QRIS transaction usage
2024-06-01,3,wb6,Yes,13461069.127929688,0.24428382087718348,3,Borrowed for basic needs
2024-06-01,4,sv1,Yes,17929729.849121094,0.3238206231884457,4,Bank account usage
2024-06-01,4,sv12,Yes,4944212.658203125,0.0894553474881578,4,Applied for credit/loan
2024-06-01,4,sv19,Yes,26043513.90185547,0.4789634496033592,4,Has outstanding loan
2024-06-01,4,sv2,Yes,9897981.419921875,0.1787629004272964,4,Mobile money/e-wallet usage
2024-06-01,4,sv40,Agree,38269559.08251953,0.6911689454069487,4,Would borrow at lower rates
2024-06-01,4,sv41,Agree,41759033.127441406,0.7541907348781324,4,Lenders not trustworthy
2024-06-01,4,sv42,Agree,40568733.83154297,0.7326932855009186,4,No current borrowing needs
2024-06-01,4,sv44,Yes,1509267.8359375,0.027258193810182556,4,Opened new account
2024-06-01,4,sv7,Yes,35315199.40185547,0.6378116109146864,4,Has payment card
2024-06-01,4,sv9,Yes,7849737.5087890625,0.14177050704901692,4,QRIS transaction usage
2024-06-01,4,wb6,Yes,8007560.8896484375,0.1446208827085306,4,Borrowed for basic needs
2024-06-01,5,sv1,Yes,27192362.514160156,0.4930460184575167,Richest,Bank account usage
2024-06-01,5,sv12,Yes,3755632.318359375,0.06815277476084769,Richest,Applied for credit/loan
2024-06-01,5,sv19,Yes,30092305.725097656,0.5485941486880566,Richest,Has outstanding loan
2024-06-01,5,sv2,Yes,10803199.987304688,0.19588127870710617,Richest,Mobile money/e-wallet usage
2024-06-01,5,sv40,Agree,37125224.303222656,0.6753870506633831,Richest,Would borrow at lower rates
2024-06-01,5,sv41,Agree,40223230.64013672,0.7317463966901016,Richest,Lenders not trustworthy
2024-06-01,5,sv42,Agree,38872149.92138672,0.7071673553786793,Richest,No current borrowing needs
2024-06-01,5,sv44,Yes,1294134.765625,0.023543072908533136,Richest,Opened new account
2024-06-01,5,sv7,Yes,38693933.91845703,0.7015900162046925,Richest,Has payment card
2024-06-01,5,sv9,Yes,4344012.9755859375,0.07876470095693656,Richest,QRIS transaction usage
2024-06-01,5,wb6,Yes,6126951.395019531,0.11109255361773071,Richest,Borrowed for basic needs
2024-07-01,1,sv1,Yes,6748133.617797852,0.1305875363277921,Poorest,Bank account usage
2024-07-01,1,sv12,Yes,6050285.151489258,0.11818709068757284,Poorest,Applied for credit/loan
2024-07-01,1,sv19,Yes,21290367.47314453,0.4134886841534898,Poorest,Has outstanding loan
2024-07-01,1,sv2,Yes,2077506.861328125,0.04020319070289205,Poorest,Mobile money/e-wallet usage
2024-07-01,1,sv44,Yes,1581881.8819580078,0.030612028366130622,Poorest,Opened new account
2024-07-01,1,sv7,Yes,20345815.74182129,0.39372515465553176,Poorest,Has payment card
2024-07-01,1,sv9,Yes,589600.8125,0.011409749996379807,Poorest,QRIS transaction usage
2024-07-01,1,wb6,Yes,14905189.912231445,0.2761618112363308,Poorest,Borrowed for basic needs
2024-07-01,2,sv1,Yes,16016033.322265625,0.28774867491442113,2,Bank account usage
2024-07-01,2,sv12,Yes,6114126.893066406,0.11085995089335886,2,Applied for credit/loan
2024-07-01,2,sv19,Yes,24471033.561523438,0.44176779492322155,2,Has outstanding loan
2024-07-01,2,sv2,Yes,6628896.4873046875,0.11909666657068095,2,Mobile money/e-wallet usage
2024-07-01,2,sv44,Yes,1735701.99609375,0.03118412277077111,2,Opened new account
2024-07-01,2,sv7,Yes,25420077.379882813,0.45670444329773713,2,Has payment card
2024-07-01,2,sv9,Yes,1299704.263671875,0.023350861735051708,2,QRIS transaction usage
2024-07-01,2,wb6,Yes,15342520.509765625,0.2756481494325383,2,Borrowed for basic needs
2024-07-01,3,sv1,Yes,19473896.748535156,0.352474903262078,3,Bank account usage
2024-07-01,3,sv12,Yes,4039657.0556640625,0.07388422764858353,3,Applied for credit/loan
2024-07-01,3,sv19,Yes,26840564.95654297,0.48776794379299465,3,Has outstanding loan
2024-07-01,3,sv2,Yes,11837352.02734375,0.21425447431475164,3,Mobile money/e-wallet usage
2024-07-01,3,sv40,Agree,144147.703125,1,3,Would borrow at lower rates
2024-07-01,3,sv41,Agree,144147.703125,1,3,Lenders not trustworthy
2024-07-01,3,sv42,Agree,144147.703125,1,3,No current borrowing needs
2024-07-01,3,sv44,Yes,1311455.0263671875,0.023752137023009646,3,Opened new account
2024-07-01,3,sv7,Yes,26959009.087402344,0.48795442652423426,3,Has payment card
2024-07-01,3,sv9,Yes,5186032.03125,0.09386647994148276,3,QRIS transaction usage
2024-07-01,3,wb6,Yes,11641545.641845703,0.21071040516014278,3,Borrowed for basic needs
2024-07-01,4,sv1,Yes,23068049.322265625,0.41538845271319436,4,Bank account usage
2024-07-01,4,sv12,Yes,4128194.140625,0.07578924048544768,4,Applied for credit/loan
2024-07-01,4,sv19,Yes,26352806.862304688,0.48197058324769865,4,Has outstanding loan
2024-07-01,4,sv2,Yes,9757957.4423828125,0.17571242314452004,4,Mobile money/e-wallet usage
2024-07-01,4,sv40,Agree,393547.71875,1,4,Would borrow at lower rates
2024-07-01,4,sv44,Yes,750770.736328125,0.013519196623386447,4,Opened new account
2024-07-01,4,sv7,Yes,39132003.10449219,0.7046535228903545,4,Has payment card
2024-07-01,4,sv9,Yes,5915573.912109375,0.10652227502781808,4,QRIS transaction usage
2024-07-01,4,wb6,Yes,10651273.208984375,0.19179844103398064,4,Borrowed for basic needs
2024-07-01,5,sv1,Yes,32915544.114746094,0.5999565536215359,Richest,Bank account usage
2024-07-01,5,sv12,Yes,5827873.337402344,0.10657469040789053,Richest,Applied for credit/loan
2024-07-01,5,sv19,Yes,28864423.470703125,0.5294808409998393,Richest,Has outstanding loan
2024-07-01,5,sv2,Yes,7714071.267578125,0.1406055326308187,Richest,Mobile money/e-wallet usage
2024-07-01,5,sv44,Yes,2270659.8037109375,0.041552689885599556,Richest,Opened new account
2024-07-01,5,sv7,Yes,37616161.92529297,0.6856354186488433,Richest,Has payment card
2024-07-01,5,sv9,Yes,4143871.5048828125,0.07553096670840671,Richest,QRIS transaction usage
2024-07-01,5,wb6,Yes,6818295.8369140625,0.12427809966095654,Richest,Borrowed for basic needs
2024-08-01,1,sv1,Yes,4391442.9775390625,0.08462132783064576,Poorest,Bank account usage
2024-08-01,1,sv12,Yes,5279560.708984375,0.10303796987915176,Poorest,Applied for credit/loan
2024-08-01,1,sv19,Yes,21147083.060546875,0.4106914198867435,Poorest,Has outstanding loan
2024-08-01,1,sv2,Yes,1183360.5495605469,0.022802878579635488,Poorest,Mobile money/e-wallet usage
2024-08-01,1,sv44,Yes,908835.9375,0.01754577979396298,Poorest,Opened new account
2024-08-01,1,sv7,Yes,18276037.470458984,0.35217184104245125,Poorest,Has payment card
2024-08-01,1,sv9,Yes,931607.609375,0.017951701371430324,Poorest,QRIS transaction usage
2024-08-01,1,wb6,Yes,13215784.452148438,0.2393253782016179,Poorest,Borrowed for basic needs
2024-08-01,2,sv1,Yes,12827755.359375,0.2282072476242581,2,Bank account usage
2024-08-01,2,sv12,Yes,5295297.59375,0.09445015964169377,2,Applied for credit/loan
2024-08-01,2,sv19,Yes,24874387.349609375,0.44624342983535925,2,Has outstanding loan
2024-08-01,2,sv2,Yes,7568675.8486328125,0.13464761645258294,2,Mobile money/e-wallet usage
2024-08-01,2,sv44,Yes,1544516.6640625,0.027477129625636795,2,Opened new account
2024-08-01,2,sv7,Yes,28279136.034179688,0.5030890922655197,2,Has payment card
2024-08-01,2,sv9,Yes,1529726.4296875,0.02721400964993741,2,QRIS transaction usage
2024-08-01,2,wb6,Yes,8839617.5791015625,0.15725781645059853,2,Borrowed for basic needs
2024-08-01,3,sv1,Yes,15664516.532226563,0.2874047186669131,3,Bank account usage
2024-08-01,3,sv12,Yes,5277831.854003906,0.09802745548617088,3,Applied for credit/loan
2024-08-01,3,sv19,Yes,26092931.37158203,0.49072269654051726,3,Has outstanding loan
2024-08-01,3,sv2,Yes,11233357.721679688,0.2061040319400935,3,Mobile money/e-wallet usage
2024-08-01,3,sv44,Yes,1025082.6015625,0.01880770313634066,3,Opened new account
2024-08-01,3,sv7,Yes,25560303.15234375,0.46896766468515966,3,Has payment card
2024-08-01,3,sv9,Yes,3273129.703125,0.06005374756071351,3,QRIS transaction usage
2024-08-01,3,wb6,Yes,11049750.75390625,0.20273530308021154,3,Borrowed for basic needs
2024-08-01,4,sv1,Yes,27795990.55078125,0.5009837927897244,4,Bank account usage
2024-08-01,4,sv12,Yes,2994141.1484375,0.05426602885795437,4,Applied for credit/loan
2024-08-01,4,sv19,Yes,32487205.383789063,0.5883301000591814,4,Has outstanding loan
2024-08-01,4,sv2,Yes,8713600.501953125,0.15705044295319157,4,Mobile money/e-wallet usage
2024-08-01,4,sv44,Yes,1044080.5625,0.01881808958107367,4,Opened new account
2024-08-01,4,sv7,Yes,36201961.353515625,0.6524896413451085,4,Has payment card
2024-08-01,4,sv9,Yes,4488953.41796875,0.0809070971902159,4,QRIS transaction usage
2024-08-01,4,wb6,Yes,6657943.078125,0.12000009747317332,4,Borrowed for basic needs
2024-08-01,5,sv1,Yes,27311103.10546875,0.4955819765188949,Richest,Bank account usage
2024-08-01,5,sv12,Yes,3463046.4018554688,0.06327948595299782,Richest,Applied for credit/loan
2024-08-01,5,sv19,Yes,27234205.310546875,0.49772866576080516,Richest,Has outstanding loan
2024-08-01,5,sv2,Yes,10216693.1953125,0.18539013190595954,Richest,Mobile money/e-wallet usage
2024-08-01,5,sv44,Yes,2159950.6240234375,0.03919404482869142,Richest,Opened new account
2024-08-01,5,sv7,Yes,39332866.00390625,0.7137265529368352,Richest,Has payment card
2024-08-01,5,sv9,Yes,6799823.441894531,0.12338827649326355,Richest,QRIS transaction usage
2024-08-01,5,wb6,Yes,6122058.347167969,0.11108968262237563,Richest,Borrowed for basic needs
2024-09-01,1,sv1,Yes,6479288.154296875,0.11731221732414712,Poorest,Bank account usage
2024-09-01,1,sv12,Yes,7331195.0517578125,0.1338732281823519,Poorest,Applied for credit/loan
2024-09-01,1,sv19,Yes,22526745.190429688,0.4089788803874992,Poorest,Has outstanding loan
2024-09-01,1,sv2,Yes,2974415.5446777344,0.05385395347143993,Poorest,Mobile money/e-wallet usage
2024-09-01,1,sv44,Yes,171575.46875,0.003106498460659475,Poorest,Opened new account
2024-09-01,1,sv7,Yes,19870939.494873047,0.3597777899276798,Poorest,Has payment card
2024-09-01,1,sv9,Yes,583851.28125,0.010571051442674185,Poorest,QRIS transaction usage
2024-09-01,1,wb6,Yes,15074517.583984375,0.27230214993697865,Poorest,Borrowed for basic needs
2024-09-01,2,sv1,Yes,18303947.286132813,0.3327837690186718,2,Bank account usage
2024-09-01,2,sv12,Yes,7231841.513671875,0.1332373171326175,2,Applied for credit/loan
2024-09-01,2,sv19,Yes,27485488.143554688,0.5010532316155143,2,Has outstanding loan
2024-09-01,2,sv2,Yes,3594775.4072265625,0.06535655343035203,2,Mobile money/e-wallet usage
2024-09-01,2,sv44,Yes,1001132.625,0.018201576033135828,2,Opened new account
2024-09-01,2,sv7,Yes,31587896.076171875,0.5742990267220941,2,Has payment card
2024-09-01,2,sv9,Yes,928010.11328125,0.016872136832427834,2,QRIS transaction usage
2024-09-01,2,wb6,Yes,14676067.935546875,0.2668253533305072,2,Borrowed for basic needs
2024-09-01,3,sv1,Yes,20637442.8984375,0.37224470802609777,3,Bank account usage
2024-09-01,3,sv12,Yes,5845957.4765625,0.10544556051373738,3,Applied for credit/loan
2024-09-01,3,sv19,Yes,24866800.651367188,0.4557325554930121,3,Has outstanding loan
2024-09-01,3,sv2,Yes,7869028.31640625,0.14193639020614884,3,Mobile money/e-wallet usage
2024-09-01,3,sv44,Yes,1253724.1171875,0.022613856292393292,3,Opened new account
2024-09-01,3,sv7,Yes,27942754.930664063,0.504013152297922,3,Has payment card
2024-09-01,3,sv9,Yes,2232325.3984375,0.040265226668344846,3,QRIS transaction usage
2024-09-01,3,wb6,Yes,9265694.58984375,0.1671285436974616,3,Borrowed for basic needs
2024-09-01,4,sv1,Yes,25331309.536621094,0.45730587219544755,4,Bank account usage
2024-09-01,4,sv12,Yes,5113089.759765625,0.09244359415272183,4,Applied for credit/loan
2024-09-01,4,sv19,Yes,30749358.388183594,0.5593717050824569,4,Has outstanding loan
2024-09-01,4,sv2,Yes,11630183.556640625,0.20995958489527528,4,Mobile money/e-wallet usage
2024-09-01,4,sv44,Yes,2128650.52734375,0.038428506216740946,4,Opened new account
