date,trust_category,weighted_count,percentage,account_type
2025-09-01,Very unsafe,3455602.263671875,1.2504137002722744,Traditional Bank
2025-10-01,Somewhat safe,108424.984375,66.36093441243185,Traditional Bank
2025-10-01,Very safe,54961.78125,33.639065587568155,Traditional Bank
2024-03-01,Somewhat safe,168393222.94433594,62.84520844463546,Mobile Money
2024-03-01,Somewhat unsafe,60896718.19152832,22.726965381533773,Mobile Money
2024-03-01,Very safe,29913597.515563965,11.163906945447415,Mobile Money
2024-03-01,Very unsafe,8745644.925048828,3.2639192283833474,Mobile Money
2024-04-01,Somewhat safe,152771440.67163086,55.24264298691213,Mobile Money
2024-04-01,Somewhat unsafe,88857481.78735352,32.131150439601434,Mobile Money
2024-04-01,Very safe,28404524.150634766,10.271167045150632,Mobile Money
2024-04-01,Very unsafe,6512772.780761719,2.3550395283358023,Mobile Money
2024-05-01,Somewhat safe,154589864.8935547,56.960284280348276,Mobile Money
2024-05-01,Somewhat unsafe,78538859.43103027,28.938480302872126,Mobile Money
2024-05-01,Very safe,27391788.96508789,10.09279675270461,Mobile Money
2024-05-01,Very unsafe,10878878.140136719,4.008438664074992,Mobile Money
2024-06-01,Somewhat safe,158303013.33569336,57.369429111788584,Mobile Money
2024-06-01,Somewhat unsafe,87916651.95751953,31.861226302288408,Mobile Money
2024-06-01,Very safe,21509533.31982422,7.79511154599782,Mobile Money
2024-06-01,Very unsafe,8206985.146484375,2.97423303992519,Mobile Money
2024-07-01,Somewhat safe,150857205.88330078,55.267833205010234,Mobile Money
2024-07-01,Somewhat unsafe,83810194.23132324,30.704584567471606,Mobile Money
2024-07-01,Very safe,22690402.596679688,8.312823896777752,Mobile Money
2024-07-01,Very unsafe,15598810.810546875,5.714758330740415,Mobile Money
2024-08-01,Somewhat safe,166624804.25952148,60.986679614796145,Mobile Money
2024-08-01,Somewhat unsafe,77219471.73071289,28.263254101891537,Mobile Money
2024-08-01,Very safe,21249223.130859375,7.7774708807856445,Mobile Money
2024-08-01,Very unsafe,8121578.8466796875,2.972595402526669,Mobile Money
2024-09-01,Somewhat safe,170446182.47924805,61.705463722435226,Mobile Money
2024-09-01,Somewhat unsafe,71422066.6977539,25.856441496635895,Mobile Money
2024-09-01,Very safe,25135246.448242188,9.09954107100821,Mobile Money
2024-09-01,Very unsafe,9221934.33984375,3.338553709920665,Mobile Money
2024-10-01,Somewhat safe,173755469.07763672,63.37803436551531,Mobile Money
2024-10-01,Somewhat unsafe,72096524.8972168,26.297509119142514,Mobile Money
2024-10-01,Very safe,20825633.853027344,7.5962370855277035,Mobile Money
2024-10-01,Very unsafe,7479611.0595703125,2.728219429814469,Mobile Money
2024-11-01,Somewhat safe,171780823.53857422,62.198215792943465,Mobile Money
2024-11-01,Somewhat unsafe,68174766.462890625,24.684646101607523,Mobile Money
2024-11-01,Very safe,25488384.29736328,9.228806767158611,Mobile Money
2024-11-01,Very unsafe,10738905.46484375,3.8883313382904,Mobile Money
2024-12-01,Somewhat safe,160216575.3869629,58.19952883160304,Mobile Money
2024-12-01,Somewhat unsafe,78697888.61889648,28.587429400481675,Mobile Money
2024-12-01,Very safe,27680417.649414063,10.055059916035232,Mobile Money
2024-12-01,Very unsafe,8693558.99609375,3.157981851880047,Mobile Money
2025-01-01,Somewhat safe,165634074.8371582,60.13585612191436,Mobile Money
2025-01-01,Somewhat unsafe,76932015.86694336,27.93128552739959,Mobile Money
2025-01-01,Very safe,25439137.599609375,9.236048319524263,Mobile Money
2025-01-01,Very unsafe,7427908.461425781,2.6968100311617906,Mobile Money
2025-02-01,Somewhat safe,163622793.21606445,59.37497462557534,Mobile Money
2025-02-01,Somewhat unsafe,78571560.27709961,28.51182470393511,Mobile Money
2025-02-01,Very safe,27052993.963867188,9.816913637633427,Mobile Money
2025-02-01,Very unsafe,6328000.9921875,2.2962870328561276,Mobile Money
2025-03-01,Somewhat safe,167645714.48876953,61.079412497894694,Mobile Money
2025-03-01,Somewhat unsafe,70200251.97753906,25.57649720464219,Mobile Money
2025-03-01,Very safe,27290518.58203125,9.942925453456853,Mobile Money
2025-03-01,Very unsafe,9335235.671875,3.4011648440062623,Mobile Money
2025-05-01,Somewhat safe,172489999.5498047,62.5888215267623,Mobile Money
2025-05-01,Somewhat unsafe,62929601.044433594,22.834306793439076,Mobile Money
2025-05-01,Very safe,27816463.728515625,10.093336937525041,Mobile Money
2025-05-01,Very unsafe,12356278.434570313,4.483534742273578,Mobile Money
2025-07-01,Somewhat safe,174077537.65966797,63.26984661947402,Mobile Money
2025-07-01,Somewhat unsafe,64891430.74902344,23.585299548731932,Mobile Money
2025-07-01,Very safe,24086268.348632813,8.754343176848431,Mobile Money
2025-07-01,Very unsafe,12079834.624511719,4.3905106549456105,Mobile Money
2025-09-01,Somewhat safe,173443233.00732422,62.76063569347976,Mobile Money
2025-09-01,Somewhat unsafe,75227050.77441406,27.220995861790314,Mobile Money
2025-09-01,Very safe,18843260.26171875,6.818455652941011,Mobile Money
2025-09-01,Very unsafe,8843173.970703125,3.199912791788913,Mobile Money
2025-10-01,Somewhat safe,108424.984375,66.36093441243185,Mobile Money
2025-10-01,Somewhat unsafe,54961.78125,33.639065587568155,Mobile Money
